av_infections_4,sd_infections_4,av_susceptible_4,sd_susceptible_4,av_recovered_4,sd_recovered_4,av_infections_15,sd_infections_15,av_susceptible_15,sd_susceptible_15,av_recovered_15,sd_recovered_15,time
1984.6,884.2307642490417,4818.3,1563.3247370055055,307.1,202.50785992976503,282.6,65.96328945372234,7428.5,142.71747537627542,61.4,18.410142132350128,14
2473.5,927.7640085471927,3904.3,1524.4830125506664,429.1,259.7389501446062,334.0,72.3264205606161,7323.2,150.68937881910887,79.6,24.89176570675532,15
2973.0,928.4356017875805,3119.6,1389.6454543835591,598.0,338.61974740604444,387.6,84.98522747447869,7212.0,190.99156467702383,105.1,29.25538886731431,16
3448.8,877.0595824179285,2302.4,1226.0620067698226,808.7,427.8572061902065,440.5,95.90996935784216,7090.5,225.00530857935084,134.7,30.99838705481303,17
3900.2,765.5533655830635,1639.5,1031.1626932739566,1076.0,522.7608333539238,505.1,109.9741888909494,6961.3,239.4795514350976,167.6,39.805638908185976,18
4312.5,635.4522886189892,1124.1,827.4805737901042,1383.3,616.5756779720285,563.2,125.75355086658809,6826.7,275.15573368145135,209.0,47.88179890800539,19
4620.9,478.74986510006806,704.4,592.0807377376838,1742.5,708.0370753004394,621.7,134.95517774431627,6684.4,311.37051883567915,255.5,55.84154168518074,20
4815.8,351.7817505215414,425.8,484.69986131167354,2149.1,790.3437297221451,687.2,158.99951083083383,6552.7,357.12495478940326,306.9,66.80560522058676,21
4909.0,297.4603615049687,227.3,347.36405814201464,2603.1,836.4615219947525,747.6,176.6403754021776,6389.6,417.56734653093855,367.7,78.31141537335267,22
4930.8,339.8946895731088,123.5,229.59783680746355,3059.0,878.492774902307,806.6,200.11951984307333,6251.6,451.4633490722758,435.0,93.31785585954181,23
4810.2,409.8009815074196,60.6,114.44086294288027,3565.8,887.8468086080817,862.4,223.83585255469887,6102.5,503.03307821432355,505.8,106.6435391594092,24
4631.5,482.13650671890747,30.9,54.85020004014975,4078.9,885.1369573875747,916.7,243.06471474805954,5944.9,536.2405036714196,584.8,124.07327584043946,25
4376.2,543.5647359995148,13.4,21.135541419871675,4596.0,873.3040707565722,973.0,267.6980056373641,5785.5,583.7892028235306,670.5,144.82115407172623,26
4084.2,572.0562909364778,7.7,12.970479302374809,5095.9,841.6009149234571,1018.6,275.57382555920174,5614.1,622.3620686099407,763.1,168.05518273604193,27
3774.7,585.2431688338332,4.2,5.692099788303083,5570.4,804.5280466073124,1078.9,297.06132924588707,5458.2,649.8818354131772,859.0,194.58502854365065,28
3448.7,580.2053372154838,2.6,2.951459149490488,6031.1,746.6400962534315,1126.5,299.6669447533007,5296.3,692.6206353007716,957.8,221.46371661691623,29
3120.0,549.0304585762474,2.1,2.4698178070456938,6456.9,682.4744928078509,1160.3,303.96492853251635,5119.3,740.6488221672791,1066.3,249.73766235792309,30
2793.3,513.2835581928483,1.6,1.776388345929897,6860.1,617.4633502394202,1209.3,315.1479546710296,4965.0,755.9157801413241,1174.8,275.4175819450248,31
2502.9,477.56033941040135,1.4,1.7126976771553506,7213.8,554.6834532716235,1259.5,331.0526141466539,4817.3,793.1897699233842,1288.3,296.98785983418395,32
2230.7,442.1201571217188,1.4,1.7126976771553506,7533.8,499.94306342489307,1297.4,323.96131456291715,4636.9,837.6520691127605,1409.9,337.78015532788976,33
1971.9,399.0818490262646,1.4,1.7126976771553506,7823.4,442.04052101840415,1335.3,328.06742193234203,4470.1,857.6796151373904,1533.1,370.432614954761,34
1742.8,368.26916484791093,1.4,1.7126976771553506,8073.7,396.83919217290577,1380.0,334.16496258917124,4300.2,897.7779730472835,1655.6,403.7689658428168,35
1538.4,336.39401500819446,1.4,1.7126976771553506,8293.7,353.7510266965863,1409.0,326.8421297473411,4130.3,933.9483747331362,1791.6,443.0736582856926,36
1350.0,303.797081399191,1.4,1.7126976771553506,8493.0,312.6787488781417,1431.4,339.2606994955682,3959.1,968.6107405282406,1934.2,471.73599019413865,37
1186.3,263.9663488654062,1.2,1.3165611772087666,8662.9,267.9052278532674,1451.3,340.7139725798035,3788.8,986.2832363080203,2079.1,502.39060721934504,38
1039.1,236.88180362554,1.2,1.3165611772087666,8812.5,237.0378544546091,1488.3,324.35476119692015,3622.9,1011.5195884300896,2218.4,542.3394181178835,39
909.1,205.21503626954606,1.2,1.3165611772087666,8942.9,201.0955825803574,1507.7,328.3375803447828,3461.4,1028.1404141026221,2367.0,573.7434579631872,40
795.7,180.60211023745603,1.2,1.3165611772087666,9055.5,174.9477699835646,1519.6,320.39045623183665,3294.0,1024.353020745832,2519.5,609.2361793444495,41
692.1,160.5839690352406,1.2,1.3165611772087666,9157.2,153.6488059034484,1537.5,314.6007169589909,3124.8,1035.0341701283749,2664.9,640.7876143205849,42
596.1,142.87480922510838,1.2,1.3165611772087666,9252.0,136.540592254953,1546.1,310.1005034214266,2964.6,1025.2966183283527,2822.0,667.1691439707525,43
514.1,128.70590938690856,1.2,1.3165611772087666,9332.7,123.16750112482322,1545.5,290.78791431404284,2809.7,1019.4169411972708,2981.7,697.7791834734602,44
440.7,111.90874258370822,1.2,1.3165611772087666,9404.7,106.83741541863193,1552.3,268.55500160840216,2647.7,1006.006411510384,3133.6,723.3485712680682,45
378.1,98.94493418058349,1.2,1.3165611772087666,9466.3,93.96340895381681,1551.1,245.90036374289667,2482.0,984.4715446483063,3288.8,749.809427639969,46
321.5,91.25087518606176,1.2,1.3165611772087666,9521.9,86.63903405637797,1552.3,223.3035054708178,2325.0,956.7480801594999,3445.7,778.2851591087222,47
267.7,83.26937545633982,1.2,1.3165611772087666,9574.8,78.89768339086038,1552.0,188.69022232219666,2166.4,910.8726219034874,3609.2,809.9073746766081,48
223.2,74.8951860194558,1.2,1.3165611772087666,9618.7,70.51091326091932,1555.4,159.26511789396253,2024.1,876.0603036067525,3771.3,832.4172364599111,49
186.9,63.47256625241071,1.2,1.3165611772087666,9654.7,58.8992548528606,1553.9,143.27785748134443,1874.2,856.4919147312484,3932.7,846.7628619893792,50
153.2,55.96784791288656,1.2,1.3165611772087666,9688.1,51.731035172321846,1536.6,129.92322519258997,1735.6,834.0114840669495,4100.8,856.161433375739,51
125.1,49.628508832009935,1.2,1.3165611772087666,9715.9,46.01557707269716,1530.3,117.14383371640942,1605.4,802.6604650923217,4251.5,874.1801555997737,52
101.6,43.004392540504256,1.2,1.3165611772087666,9739.2,39.4230614967658,1518.8,111.45980840145424,1476.9,755.481516797216,4406.5,882.3650353201647,53
83.4,36.83355957698239,1.2,1.3165611772087666,9757.4,33.15351498039922,1507.4,113.90561394807935,1350.7,711.3174084440474,4569.7,884.1261913450038,54
67.8,30.043671916432288,1.2,1.3165611772087666,9773.0,26.583202716502512,1488.5,127.28729534229076,1213.7,664.5911107172924,4732.2,882.6840129211963,55
54.1,23.473152512794034,1.2,1.3165611772087666,9786.7,20.23775349851526,1474.3,146.32160165577437,1078.9,616.8056510045211,4884.1,880.7351033212097,56
42.7,19.03242846652348,1.2,1.3165611772087666,9798.0,16.08311744241976,1452.5,170.63427426972447,969.0,579.1908148442964,5042.3,882.8450285550938,57
33.7,14.166078419159543,1.2,1.3165611772087666,9807.0,12.578641509408806,1438.1,193.97791970565444,858.4,536.5629713483984,5189.7,869.7597433263459,58
27.7,12.649549838279269,1.2,1.3165611772087666,9813.0,11.469767022723502,1409.1,224.17773206890007,751.9,491.1870994505726,5343.9,861.7544700589993,59
20.6,9.453982112198954,1.2,1.3165611772087666,9820.1,9.538809615926345,1380.1,249.9695314766715,652.8,442.4539649625836,5488.8,844.2770477357142,60
