time,av_infections,sd_infections,av_susceptible,sd_susceptible,av_recovered,sd_recovered,av_dead,sd_dead,av_total_infected,sd_total_infected,time
74.0,650.1,146.82903890806705,4475.1,281.28295362499307,4632.8,328.13032641179495,54.9,7.593125545883958,5337.8,287.35839024542935,74
75.0,617.6,145.3801147948982,4449.5,281.7095628085383,4705.1,319.94181762730966,55.9,7.694875639743056,5378.6,284.6807959022799,75
76.0,586.5,135.96670344038074,4421.4,279.9556314053274,4773.8,315.9521060751666,57.3,7.674633541739958,5417.6,283.9018609778151,76
77.0,550.5,124.44476686466169,4396.7,280.8708876967414,4843.2,310.5650048254346,58.0,7.52772652709081,5451.7,281.802551049095,77
78.0,518.6,124.64277845997425,4375.2,283.0330958268544,4906.1,305.4797501926728,59.1,7.460265112953799,5483.8,280.2747858005703,78
79.0,490.8,121.45396933269272,4354.7,284.13457296773225,4968.0,298.8894258566015,59.7,7.318925239860472,5518.5,277.9857110636364,79
80.0,463.2,116.84253411227343,4334.2,283.9819243073991,5022.0,292.6860282130172,61.0,7.378647873726218,5546.2,278.2931308291074,80
81.0,441.3,108.99648312369227,4314.2,281.4209184359495,5071.9,283.404089204404,61.5,7.397447007057382,5574.7,279.80511074674814,81
82.0,412.8,102.59499662914041,4300.5,283.15572864885974,5123.0,282.74527208936473,62.0,7.2571803523590805,5597.8,279.14185959432484,82
83.0,383.8,95.4961313934293,4281.8,284.1336931016024,5172.2,277.0093460116062,63.0,6.928203230275509,5619.0,278.08631753468205,83
84.0,361.3,89.7230925310387,4266.6,283.19730067765676,5217.2,273.30642143938,64.2,7.004760286167305,5642.7,279.19051639417205,84
85.0,336.2,87.22996427069467,4254.3,281.40364445243256,5260.4,275.27892924975004,64.7,6.61731734835869,5661.3,280.87365684789864,85
86.0,313.0,85.0842719504218,4240.4,283.7429196375558,5300.0,274.4550155408998,65.4,6.2039413995369825,5678.4,281.5327886962922,86
87.0,291.3,78.35255083417657,4228.0,285.49411358010326,5337.1,270.9634866750705,65.9,6.1544924874255695,5694.3,283.0591025838165,87
88.0,275.6,74.41505224079333,4220.4,286.8736462083767,5368.7,269.84730250025973,66.6,5.985166849990251,5710.9,282.06951467875984,88
